City,Datetime,PM2.5,PM10,NO2,O3,SO2
Kolkata,2023-07-31 23:00:00,32,77,73,8,21
Bangalore,2023-08-01 00:00:00,73,10,59,22,9
Chennai,2023-08-01 01:00:00,103,102,55,49,23
Bangalore,2023-08-01 02:00:00,39,25,55,23,29
Mumbai,2023-08-01 03:00:00,5,110,49,58,21
Delhi,2023-08-01 04:00:00,45,108,80,39,38
Chennai,2023-08-01 05:00:00,91,47,40,22,14
Mumbai,2023-08-01 06:00:00,78,140,51,50,14
Mumbai,2023-08-01 07:00:00,74,126,10,38,20
Chennai,2023-08-01 08:00:00,50,133,23,13,23
Bangalore,2023-08-01 09:00:00,15,90,15,63,20
Mumbai,2023-08-01 10:00:00,78,26,65,34,2
Kolkata,2023-08-01 11:00:00,30,134,5,30,21
Mumbai,2023-08-01 12:00:00,136,77,31,14,13
Bangalore,2023-08-01 13:00:00,79,27,5,51,11
Bangalore,2023-08-01 14:00:00,39,150,23,39,18
Kolkata,2023-08-01 15:00:00,38,184,30,41,6
Mumbai,2023-08-01 16:00:00,56,88,67,20,4
Bangalore,2023-08-01 17:00:00,51,187,47,45,1
Chennai,2023-08-01 18:00:00,99,94,23,46,38
Delhi,2023-08-01 19:00:00,66,72,61,17,24
Delhi,2023-08-01 20:00:00,34,61,40,5,16
Delhi,2023-08-01 21:00:00,126,163,40,40,9
Mumbai,2023-08-01 22:00:00,61,54,15,5,1
Kolkata,2023-08-01 23:00:00,86,123,20,32,9
Bangalore,2023-08-02 00:00:00,38,64,23,21,26
Chennai,2023-08-02 01:00:00,72,69,40,51,29
Chennai,2023-08-02 02:00:00,70,136,41,22,25
Mumbai,2023-08-02 03:00:00,5,72,70,49,19
Delhi,2023-08-02 04:00:00,130,71,47,20,33
Mumbai,2023-08-02 05:00:00,105,140,5,47,14
Kolkata,2023-08-02 06:00:00,46,161,45,67,31
Kolkata,2023-08-02 07:00:00,21,119,10,10,13
Bangalore,2023-08-02 08:00:00,72,60,20,35,7
Bangalore,2023-08-02 09:00:00,63,67,23,79,5
Kolkata,2023-08-02 10:00:00,72,93,26,31,5
Kolkata,2023-08-02 11:00:00,66,104,12,31,25
Kolkata,2023-08-02 12:00:00,77,45,44,44,9
Mumbai,2023-08-02 13:00:00,110,122,11,30,5
Kolkata,2023-08-02 14:00:00,79,93,47,5,26
Chennai,2023-08-02 15:00:00,23,12,84,50,21
Delhi,2023-08-02 16:00:00,107,48,13,5,29
Kolkata,2023-08-02 17:00:00,117,67,34,22,24
Delhi,2023-08-02 18:00:00,170,86,5,51,8
Mumbai,2023-08-02 19:00:00,20,175,33,23,18
Delhi,2023-08-02 20:00:00,68,100,52,17,19
Mumbai,2023-08-02 21:00:00,5,52,54,45,6
Chennai,2023-08-02 22:00:00,79,99,41,14,4
Mumbai,2023-08-02 23:00:00,40,74,57,7,9
Mumbai,2023-08-03 00:00:00,127,104,90,34,42
Bangalore,2023-08-03 01:00:00,32,116,74,26,13
Kolkata,2023-08-03 02:00:00,5,144,29,7,32
Kolkata,2023-08-03 03:00:00,43,88,10,41,12
Chennai,2023-08-03 04:00:00,5,163,31,38,28
Chennai,2023-08-03 05:00:00,86,130,21,23,28
Kolkata,2023-08-03 06:00:00,5,58,49,24,29
Bangalore,2023-08-03 07:00:00,60,189,16,38,22
Kolkata,2023-08-03 08:00:00,5,104,38,51,34
Bangalore,2023-08-03 09:00:00,48,52,56,24,22
Chennai,2023-08-03 10:00:00,117,164,37,41,38
Delhi,2023-08-03 11:00:00,72,183,21,40,1
Chennai,2023-08-03 12:00:00,29,88,63,45,22
Chennai,2023-08-03 13:00:00,58,67,5,30,21
Mumbai,2023-08-03 14:00:00,60,82,33,13,6
Mumbai,2023-08-03 15:00:00,76,122,39,21,24
Mumbai,2023-08-03 16:00:00,12,147,40,36,1
Mumbai,2023-08-03 17:00:00,80,115,43,62,10
Bangalore,2023-08-03 18:00:00,5,94,52,21,1
Kolkata,2023-08-03 19:00:00,37,157,39,44,36
Delhi,2023-08-03 20:00:00,42,75,32,24,15
Chennai,2023-08-03 21:00:00,82,136,31,31,44
Bangalore,2023-08-03 22:00:00,60,77,27,57,27
Delhi,2023-08-03 23:00:00,10,109,55,43,23
Bangalore,2023-08-04 00:00:00,25,84,27,7,10
Bangalore,2023-08-04 01:00:00,66,87,56,19,5
Chennai,2023-08-04 02:00:00,57,73,40,52,24
Kolkata,2023-08-04 03:00:00,39,150,29,32,17
Mumbai,2023-08-04 04:00:00,43,57,52,9,1
Kolkata,2023-08-04 05:00:00,84,56,25,15,1
Chennai,2023-08-04 06:00:00,41,185,52,42,6
Chennai,2023-08-04 07:00:00,56,134,44,47,39
Chennai,2023-08-04 08:00:00,135,10,28,30,44
Delhi,2023-08-04 09:00:00,10,64,50,74,20
Kolkata,2023-08-04 10:00:00,5,10,50,44,19
Kolkata,2023-08-04 11:00:00,87,47,63,25,13
Bangalore,2023-08-04 12:00:00,36,10,59,15,6
Bangalore,2023-08-04 13:00:00,48,83,49,12,34
Bangalore,2023-08-04 14:00:00,32,38,17,36,40
Chennai,2023-08-04 15:00:00,50,92,88,21,7
Kolkata,2023-08-04 16:00:00,115,16,11,60,17
Chennai,2023-08-04 17:00:00,88,93,58,56,12
Delhi,2023-08-04 18:00:00,90,71,48,41,12
Bangalore,2023-08-04 19:00:00,10,157,16,8,32
Chennai,2023-08-04 20:00:00,19,153,37,17,2
Chennai,2023-08-04 21:00:00,5,125,38,52,23
Delhi,2023-08-04 22:00:00,31,75,66,19,26
Mumbai,2023-08-04 23:00:00,93,179,25,50,16
Kolkata,2023-08-05 00:00:00,78,20,34,38,28
Mumbai,2023-08-05 01:00:00,52,26,5,30,19
Bangalore,2023-08-05 02:00:00,59,86,74,17,32
Chennai,2023-08-05 03:00:00,35,191,18,28,1
Delhi,2023-08-05 04:00:00,67,80,46,33,13
Delhi,2023-08-05 05:00:00,86,81,37,48,17
Kolkata,2023-08-05 06:00:00,5,25,38,14,1
Mumbai,2023-08-05 07:00:00,70,132,56,25,4
Kolkata,2023-08-05 08:00:00,92,132,73,30,8
Chennai,2023-08-05 09:00:00,45,125,45,41,29
Kolkata,2023-08-05 10:00:00,84,61,53,13,9
Delhi,2023-08-05 11:00:00,158,58,46,6,8
Delhi,2023-08-05 12:00:00,56,31,60,42,27
Bangalore,2023-08-05 13:00:00,73,93,30,5,1
Bangalore,2023-08-05 14:00:00,34,41,61,53,1
Chennai,2023-08-05 15:00:00,66,37,62,27,13
Mumbai,2023-08-05 16:00:00,76,70,61,5,1
Kolkata,2023-08-05 17:00:00,66,67,26,21,1
Chennai,2023-08-05 18:00:00,24,65,36,36,24
Bangalore,2023-08-05 19:00:00,67,110,44,20,28
Kolkata,2023-08-05 20:00:00,111,93,12,30,27
Bangalore,2023-08-05 21:00:00,75,77,71,43,31
Kolkata,2023-08-05 22:00:00,93,98,39,26,32
Mumbai,2023-08-05 23:00:00,51,45,45,13,1
Chennai,2023-08-06 00:00:00,86,94,28,24,23
Kolkata,2023-08-06 01:00:00,69,96,13,55,11
Delhi,2023-08-06 02:00:00,26,22,27,60,9
Delhi,2023-08-06 03:00:00,71,134,44,5,24
Kolkata,2023-08-06 04:00:00,25,50,53,49,1
Kolkata,2023-08-06 05:00:00,37,94,43,34,1
Kolkata,2023-08-06 06:00:00,66,142,46,46,25
Delhi,2023-08-06 07:00:00,70,131,33,20,23
Delhi,2023-08-06 08:00:00,18,91,49,5,19
Kolkata,2023-08-06 09:00:00,96,73,69,40,7
Bangalore,2023-08-06 10:00:00,80,132,54,13,26
Bangalore,2023-08-06 11:00:00,35,120,56,5,26
Mumbai,2023-08-06 12:00:00,6,62,45,6,19
Chennai,2023-08-06 13:00:00,54,54,9,40,3
Bangalore,2023-08-06 14:00:00,44,10,19,32,12
Delhi,2023-08-06 15:00:00,63,96,49,44,28
Bangalore,2023-08-06 16:00:00,47,86,39,42,33
Mumbai,2023-08-06 17:00:00,5,141,48,22,14
Mumbai,2023-08-06 18:00:00,46,106,73,28,15
Chennai,2023-08-06 19:00:00,49,150,54,20,16
Bangalore,2023-08-06 20:00:00,82,58,65,26,21
Delhi,2023-08-06 21:00:00,35,141,41,12,11
Delhi,2023-08-06 22:00:00,118,66,23,37,1
Kolkata,2023-08-06 23:00:00,5,124,38,49,32
Delhi,2023-08-07 00:00:00,105,24,23,15,39
Chennai,2023-08-07 01:00:00,52,100,71,53,10
Chennai,2023-08-07 02:00:00,90,10,55,32,5
Delhi,2023-08-07 03:00:00,62,77,50,34,16
Delhi,2023-08-07 04:00:00,99,109,64,5,15
Kolkata,2023-08-07 05:00:00,46,66,5,5,29
Delhi,2023-08-07 06:00:00,21,42,51,32,18
Kolkata,2023-08-07 07:00:00,109,128,13,44,8
Kolkata,2023-08-07 08:00:00,56,85,39,17,2
Delhi,2023-08-07 09:00:00,67,67,33,60,28
Mumbai,2023-08-07 10:00:00,103,91,53,43,25
Mumbai,2023-08-07 11:00:00,23,208,44,13,30
Kolkata,2023-08-07 12:00:00,80,141,66,30,6
Delhi,2023-08-07 13:00:00,39,142,27,74,40
Mumbai,2023-08-07 14:00:00,55,109,54,7,1
Delhi,2023-08-07 15:00:00,62,97,43,39,26
Delhi,2023-08-07 16:00:00,7,10,7,24,1
Delhi,2023-08-07 17:00:00,32,59,21,42,8
Bangalore,2023-08-07 18:00:00,107,68,37,52,36
Delhi,2023-08-07 19:00:00,91,10,62,23,27
Bangalore,2023-08-07 20:00:00,57,37,49,50,11
Kolkata,2023-08-07 21:00:00,68,10,16,69,11
Mumbai,2023-08-07 22:00:00,49,88,37,31,19
Mumbai,2023-08-07 23:00:00,107,126,80,44,24
Mumbai,2023-08-08 00:00:00,52,139,42,19,33
Mumbai,2023-08-08 01:00:00,68,108,33,30,12
Mumbai,2023-08-08 02:00:00,100,46,49,26,1
Mumbai,2023-08-08 03:00:00,32,10,55,44,19
Mumbai,2023-08-08 04:00:00,114,10,30,51,12
Kolkata,2023-08-08 05:00:00,6,32,50,28,2
Delhi,2023-08-08 06:00:00,117,50,33,57,21
Chennai,2023-08-08 07:00:00,46,82,54,57,15
Bangalore,2023-08-08 08:00:00,51,44,43,45,21
Chennai,2023-08-08 09:00:00,5,105,49,20,7
Chennai,2023-08-08 10:00:00,44,79,24,18,23
Delhi,2023-08-08 11:00:00,23,90,23,15,2
Delhi,2023-08-08 12:00:00,38,141,58,47,8
Delhi,2023-08-08 13:00:00,55,36,38,8,15
Mumbai,2023-08-08 14:00:00,93,108,45,42,38
Kolkata,2023-08-08 15:00:00,67,89,33,10,27
Mumbai,2023-08-08 16:00:00,70,74,57,44,30
Kolkata,2023-08-08 17:00:00,21,129,27,30,35
Kolkata,2023-08-08 18:00:00,29,129,37,54,61
Chennai,2023-08-08 19:00:00,122,47,55,50,18
Chennai,2023-08-08 20:00:00,34,81,63,55,35
Kolkata,2023-08-08 21:00:00,117,102,29,56,30
Kolkata,2023-08-08 22:00:00,51,77,79,32,29
Mumbai,2023-08-08 23:00:00,60,116,46,9,39
Mumbai,2023-08-09 00:00:00,97,102,19,11,12
Chennai,2023-08-09 01:00:00,104,172,47,5,12
Delhi,2023-08-09 02:00:00,56,21,32,10,21
Kolkata,2023-08-09 03:00:00,46,84,48,31,15
Mumbai,2023-08-09 04:00:00,58,49,39,19,21
Chennai,2023-08-09 05:00:00,71,117,41,26,36
Mumbai,2023-08-09 06:00:00,91,17,21,38,12
Kolkata,2023-08-09 07:00:00,60,105,59,24,14
Kolkata,2023-08-09 08:00:00,81,61,16,9,20
Bangalore,2023-08-09 09:00:00,117,56,17,29,15
Delhi,2023-08-09 10:00:00,73,24,47,13,1
Bangalore,2023-08-09 11:00:00,70,69,72,25,11
Chennai,2023-08-09 12:00:00,6,138,32,54,26
Mumbai,2023-08-09 13:00:00,5,88,54,25,35
Chennai,2023-08-09 14:00:00,73,118,61,61,4
Kolkata,2023-08-09 15:00:00,56,164,56,55,4
Bangalore,2023-08-09 16:00:00,41,101,33,19,18
Bangalore,2023-08-09 17:00:00,68,64,18,9,1
Bangalore,2023-08-09 18:00:00,57,111,5,29,12
Chennai,2023-08-09 19:00:00,99,65,34,50,1
Kolkata,2023-08-09 20:00:00,63,67,63,21,34
Mumbai,2023-08-09 21:00:00,33,21,17,46,8
Mumbai,2023-08-09 22:00:00,94,131,54,51,37
Chennai,2023-08-09 23:00:00,52,72,20,16,31
Bangalore,2023-08-10 00:00:00,78,98,42,17,10
Delhi,2023-08-10 01:00:00,43,43,54,42,5
Chennai,2023-08-10 02:00:00,37,109,26,32,15
Chennai,2023-08-10 03:00:00,62,55,43,17,16
Kolkata,2023-08-10 04:00:00,60,83,31,23,22
Mumbai,2023-08-10 05:00:00,76,129,54,28,8
Chennai,2023-08-10 06:00:00,50,125,44,5,26
Chennai,2023-08-10 07:00:00,5,89,41,43,21
Bangalore,2023-08-10 08:00:00,44,10,71,21,13
Bangalore,2023-08-10 09:00:00,87,224,53,5,9
Delhi,2023-08-10 10:00:00,49,168,26,29,15
Kolkata,2023-08-10 11:00:00,51,122,38,16,8
Delhi,2023-08-10 12:00:00,94,56,38,60,18
Bangalore,2023-08-10 13:00:00,35,84,41,19,19
Mumbai,2023-08-10 14:00:00,6,65,90,10,21
Bangalore,2023-08-10 15:00:00,54,146,47,39,39
Kolkata,2023-08-10 16:00:00,43,101,5,18,16
Bangalore,2023-08-10 17:00:00,26,54,29,15,30
Kolkata,2023-08-10 18:00:00,53,68,5,39,20
Kolkata,2023-08-10 19:00:00,77,140,33,11,15
Kolkata,2023-08-10 20:00:00,59,162,5,5,16
Kolkata,2023-08-10 21:00:00,70,158,22,61,17
Kolkata,2023-08-10 22:00:00,123,124,9,40,21
Mumbai,2023-08-10 23:00:00,47,78,47,25,6
Delhi,2023-08-11 00:00:00,69,10,40,29,1
Chennai,2023-08-11 01:00:00,42,103,46,39,25
Delhi,2023-08-11 02:00:00,30,89,37,47,28
Kolkata,2023-08-11 03:00:00,39,96,12,16,26
Mumbai,2023-08-11 04:00:00,43,92,50,36,19
Bangalore,2023-08-11 05:00:00,72,30,78,20,27
Mumbai,2023-08-11 06:00:00,142,115,48,26,26
Kolkata,2023-08-11 07:00:00,34,118,31,32,27
Mumbai,2023-08-11 08:00:00,45,120,11,29,7
Mumbai,2023-08-11 09:00:00,57,132,21,43,4
Kolkata,2023-08-11 10:00:00,73,117,49,38,13
Mumbai,2023-08-11 11:00:00,69,71,61,5,17
Chennai,2023-08-11 12:00:00,104,86,45,5,15
Chennai,2023-08-11 13:00:00,5,94,55,23,1
Mumbai,2023-08-11 14:00:00,5,94,54,62,38
Bangalore,2023-08-11 15:00:00,42,134,50,14,14
Kolkata,2023-08-11 16:00:00,98,118,26,26,20
Chennai,2023-08-11 17:00:00,5,183,43,20,32
Bangalore,2023-08-11 18:00:00,5,189,23,20,1
Mumbai,2023-08-11 19:00:00,79,93,40,33,11
Bangalore,2023-08-11 20:00:00,68,10,46,55,13
Delhi,2023-08-11 21:00:00,21,145,73,38,13
Chennai,2023-08-11 22:00:00,25,65,13,15,15
Mumbai,2023-08-11 23:00:00,26,53,49,79,35
Kolkata,2023-08-12 00:00:00,63,72,69,31,26
Mumbai,2023-08-12 01:00:00,38,69,55,19,29
Kolkata,2023-08-12 02:00:00,77,117,56,55,18
Mumbai,2023-08-12 03:00:00,5,19,51,21,1
Bangalore,2023-08-12 04:00:00,30,41,65,59,1
Bangalore,2023-08-12 05:00:00,20,105,18,14,1
Bangalore,2023-08-12 06:00:00,51,118,12,55,22
Delhi,2023-08-12 07:00:00,41,118,39,33,18
Kolkata,2023-08-12 08:00:00,87,54,5,53,15
Bangalore,2023-08-12 09:00:00,5,45,64,64,13
Delhi,2023-08-12 10:00:00,61,67,64,9,42
Kolkata,2023-08-12 11:00:00,79,100,31,52,8
Mumbai,2023-08-12 12:00:00,124,156,32,5,29
Delhi,2023-08-12 13:00:00,43,10,38,11,18
Chennai,2023-08-12 14:00:00,71,80,41,15,17
Delhi,2023-08-12 15:00:00,5,30,42,39,32
Delhi,2023-08-12 16:00:00,5,15,51,30,35
Kolkata,2023-08-12 17:00:00,89,133,36,26,15
Mumbai,2023-08-12 18:00:00,59,114,58,32,27
Chennai,2023-08-12 19:00:00,101,110,48,40,22
Bangalore,2023-08-12 20:00:00,11,131,27,42,18
Bangalore,2023-08-12 21:00:00,78,68,66,49,20
Delhi,2023-08-12 22:00:00,125,70,12,62,9
Kolkata,2023-08-12 23:00:00,74,188,38,29,14
Kolkata,2023-08-13 00:00:00,69,78,59,20,11
Bangalore,2023-08-13 01:00:00,60,123,25,41,28
Chennai,2023-08-13 02:00:00,5,90,46,9,16
Mumbai,2023-08-13 03:00:00,107,10,50,17,2
Chennai,2023-08-13 04:00:00,38,10,22,47,9
Mumbai,2023-08-13 05:00:00,77,63,38,27,1
Bangalore,2023-08-13 06:00:00,5,137,36,8,12
Mumbai,2023-08-13 07:00:00,18,125,28,5,18
Kolkata,2023-08-13 08:00:00,110,131,86,30,16
Delhi,2023-08-13 09:00:00,47,45,24,50,41
Delhi,2023-08-13 10:00:00,110,162,60,50,24
Bangalore,2023-08-13 11:00:00,57,46,32,31,24
Kolkata,2023-08-13 12:00:00,5,99,18,66,1
Chennai,2023-08-13 13:00:00,91,89,42,28,13
Kolkata,2023-08-13 14:00:00,39,82,52,27,12
Delhi,2023-08-13 15:00:00,84,150,58,5,8
Delhi,2023-08-13 16:00:00,60,58,71,21,8
Kolkata,2023-08-13 17:00:00,5,29,98,45,1
Kolkata,2023-08-13 18:00:00,65,90,45,58,2
Delhi,2023-08-13 19:00:00,136,72,26,15,28
Chennai,2023-08-13 20:00:00,77,241,49,38,16
Bangalore,2023-08-13 21:00:00,57,120,34,48,11
Bangalore,2023-08-13 22:00:00,97,71,58,30,17
Kolkata,2023-08-13 23:00:00,67,42,14,5,32
Bangalore,2023-08-14 00:00:00,67,10,87,34,18
Delhi,2023-08-14 01:00:00,21,43,57,43,24
Delhi,2023-08-14 02:00:00,68,95,6,12,7
Kolkata,2023-08-14 03:00:00,96,154,25,25,10
Kolkata,2023-08-14 04:00:00,30,140,56,9,22
Kolkata,2023-08-14 05:00:00,109,100,63,5,40
Chennai,2023-08-14 06:00:00,56,75,14,48,35
Bangalore,2023-08-14 07:00:00,28,102,54,29,24
Kolkata,2023-08-14 08:00:00,94,66,5,58,19
Mumbai,2023-08-14 09:00:00,49,167,38,45,34
Mumbai,2023-08-14 10:00:00,86,81,62,23,27
Delhi,2023-08-14 11:00:00,49,86,28,28,1
Bangalore,2023-08-14 12:00:00,57,10,9,40,5
Kolkata,2023-08-14 13:00:00,77,81,42,47,22
Mumbai,2023-08-14 14:00:00,70,127,27,35,1
Bangalore,2023-08-14 15:00:00,5,41,52,49,7
Delhi,2023-08-14 16:00:00,20,56,22,24,9
Chennai,2023-08-14 17:00:00,92,125,24,12,14
Bangalore,2023-08-14 18:00:00,55,23,5,28,14
Bangalore,2023-08-14 19:00:00,41,137,43,33,14
Chennai,2023-08-14 20:00:00,12,66,36,8,27
Bangalore,2023-08-14 21:00:00,22,72,16,5,14
Delhi,2023-08-14 22:00:00,5,39,43,38,13
Delhi,2023-08-14 23:00:00,56,107,60,22,1
Chennai,2023-08-15 00:00:00,39,200,35,27,30
Kolkata,2023-08-15 01:00:00,26,125,45,23,9
Mumbai,2023-08-15 02:00:00,57,51,45,57,4
Kolkata,2023-08-15 03:00:00,72,141,15,52,20
Bangalore,2023-08-15 04:00:00,133,75,81,7,8
Mumbai,2023-08-15 05:00:00,7,151,30,20,11
Chennai,2023-08-15 06:00:00,100,126,53,45,21
Chennai,2023-08-15 07:00:00,94,10,55,40,14
Mumbai,2023-08-15 08:00:00,32,44,37,29,45
Delhi,2023-08-15 09:00:00,67,132,52,9,17
Mumbai,2023-08-15 10:00:00,43,96,44,17,25
Bangalore,2023-08-15 11:00:00,66,43,11,20,1
Delhi,2023-08-15 12:00:00,112,61,33,34,7
Chennai,2023-08-15 13:00:00,81,10,27,60,4
Mumbai,2023-08-15 14:00:00,77,86,30,17,6
Kolkata,2023-08-15 15:00:00,44,189,13,11,22
Kolkata,2023-08-15 16:00:00,8,126,62,28,30
Bangalore,2023-08-15 17:00:00,52,188,72,48,22
Kolkata,2023-08-15 18:00:00,102,129,59,5,15
Mumbai,2023-08-15 19:00:00,6,136,65,56,10
Mumbai,2023-08-15 20:00:00,23,178,33,26,31
Kolkata,2023-08-15 21:00:00,64,106,27,16,42
Mumbai,2023-08-15 22:00:00,25,81,24,5,19
Bangalore,2023-08-15 23:00:00,32,136,52,42,29
Delhi,2023-08-16 00:00:00,45,155,44,26,22
Bangalore,2023-08-16 01:00:00,12,68,38,33,27
Bangalore,2023-08-16 02:00:00,25,57,65,13,4
Mumbai,2023-08-16 03:00:00,84,96,48,24,12
Delhi,2023-08-16 04:00:00,14,127,23,21,22
Mumbai,2023-08-16 05:00:00,5,125,26,28,32
Chennai,2023-08-16 06:00:00,37,25,53,17,8
Mumbai,2023-08-16 07:00:00,85,176,60,5,1
Mumbai,2023-08-16 08:00:00,53,61,51,79,12
Mumbai,2023-08-16 09:00:00,43,78,77,5,30
Delhi,2023-08-16 10:00:00,61,49,72,33,1
Mumbai,2023-08-16 11:00:00,5,211,48,5,3
Delhi,2023-08-16 12:00:00,77,100,23,5,19
Kolkata,2023-08-16 13:00:00,73,51,13,31,16
Chennai,2023-08-16 14:00:00,45,128,32,33,25
Delhi,2023-08-16 15:00:00,95,124,55,52,3
Kolkata,2023-08-16 16:00:00,20,81,76,37,14
Delhi,2023-08-16 17:00:00,99,127,48,27,32
Delhi,2023-08-16 18:00:00,65,52,63,12,3
Chennai,2023-08-16 19:00:00,48,67,35,56,35
Bangalore,2023-08-16 20:00:00,59,10,52,46,5
Bangalore,2023-08-16 21:00:00,56,30,56,7,28
Delhi,2023-08-16 22:00:00,102,171,5,30,13
Mumbai,2023-08-16 23:00:00,22,163,31,32,4
Kolkata,2023-08-17 00:00:00,33,92,58,23,12
Mumbai,2023-08-17 01:00:00,96,164,45,43,24
Mumbai,2023-08-17 02:00:00,39,82,16,44,17
Delhi,2023-08-17 03:00:00,91,79,5,26,31
Delhi,2023-08-17 04:00:00,119,92,32,24,35
Delhi,2023-08-17 05:00:00,45,84,38,56,3
Delhi,2023-08-17 06:00:00,83,80,22,46,2
Bangalore,2023-08-17 07:00:00,19,141,42,31,2
Delhi,2023-08-17 08:00:00,86,96,50,5,7
Bangalore,2023-08-17 09:00:00,66,122,53,36,31
Bangalore,2023-08-17 10:00:00,76,136,5,42,24
Delhi,2023-08-17 11:00:00,37,107,13,5,11
Chennai,2023-08-17 12:00:00,5,46,33,34,17
Kolkata,2023-08-17 13:00:00,77,29,51,22,34
Mumbai,2023-08-17 14:00:00,5,96,49,26,40
Bangalore,2023-08-17 15:00:00,48,82,49,13,21
Kolkata,2023-08-17 16:00:00,92,93,32,27,1
Chennai,2023-08-17 17:00:00,66,89,33,55,21
Mumbai,2023-08-17 18:00:00,128,206,25,21,29
Mumbai,2023-08-17 19:00:00,95,30,55,47,20
Bangalore,2023-08-17 20:00:00,37,10,21,15,26
Delhi,2023-08-17 21:00:00,60,104,57,43,22
Chennai,2023-08-17 22:00:00,58,73,44,30,3
Bangalore,2023-08-17 23:00:00,5,104,39,36,7
Chennai,2023-08-18 00:00:00,27,116,26,30,14
Delhi,2023-08-18 01:00:00,40,147,12,41,30
Delhi,2023-08-18 02:00:00,5,22,27,5,8
Bangalore,2023-08-18 03:00:00,61,64,33,5,23
Delhi,2023-08-18 04:00:00,51,109,5,37,21
Kolkata,2023-08-18 05:00:00,5,124,36,5,37
Mumbai,2023-08-18 06:00:00,74,188,58,20,17
Bangalore,2023-08-18 07:00:00,85,133,51,29,1
Chennai,2023-08-18 08:00:00,67,87,30,15,25
Kolkata,2023-08-18 09:00:00,48,49,40,17,43
Bangalore,2023-08-18 10:00:00,80,64,28,34,26
Delhi,2023-08-18 11:00:00,83,63,42,48,8
Delhi,2023-08-18 12:00:00,70,119,70,12,5
Delhi,2023-08-18 13:00:00,31,101,59,19,6
Delhi,2023-08-18 14:00:00,69,30,50,16,42
Chennai,2023-08-18 15:00:00,101,70,30,5,14
Kolkata,2023-08-18 16:00:00,39,129,54,32,10
Mumbai,2023-08-18 17:00:00,133,105,6,46,16
Chennai,2023-08-18 18:00:00,41,115,34,48,14
Chennai,2023-08-18 19:00:00,61,107,51,14,36
Mumbai,2023-08-18 20:00:00,36,163,54,7,5
Mumbai,2023-08-18 21:00:00,67,100,53,30,32
Delhi,2023-08-18 22:00:00,5,72,45,44,19
Chennai,2023-08-18 23:00:00,40,48,36,32,32
Bangalore,2023-08-19 00:00:00,21,101,50,35,36
Mumbai,2023-08-19 01:00:00,64,10,20,50,19
Mumbai,2023-08-19 02:00:00,94,81,23,16,14
Kolkata,2023-08-19 03:00:00,82,80,41,26,18
Bangalore,2023-08-19 04:00:00,5,28,43,59,16
Bangalore,2023-08-19 05:00:00,131,48,5,26,1
Mumbai,2023-08-19 06:00:00,70,126,49,7,36
Delhi,2023-08-19 07:00:00,32,100,55,17,20
Kolkata,2023-08-19 08:00:00,65,94,38,13,4
Bangalore,2023-08-19 09:00:00,66,103,87,36,1
Mumbai,2023-08-19 10:00:00,36,94,26,13,1
Bangalore,2023-08-19 11:00:00,66,145,32,34,27
Kolkata,2023-08-19 12:00:00,38,95,32,16,10
Kolkata,2023-08-19 13:00:00,45,24,38,5,12
Chennai,2023-08-19 14:00:00,35,163,33,35,23
Mumbai,2023-08-19 15:00:00,9,106,11,32,11
Kolkata,2023-08-19 16:00:00,65,63,29,39,24
Chennai,2023-08-19 17:00:00,80,33,38,17,19
Chennai,2023-08-19 18:00:00,78,107,64,15,16
Bangalore,2023-08-19 19:00:00,88,84,84,37,1
Bangalore,2023-08-19 20:00:00,71,160,66,57,8
Chennai,2023-08-19 21:00:00,41,74,24,30,25
Bangalore,2023-08-19 22:00:00,89,52,26,37,9
Kolkata,2023-08-19 23:00:00,12,130,36,24,32
Delhi,2023-08-20 00:00:00,28,131,75,5,46
Kolkata,2023-08-20 01:00:00,26,97,36,47,25
Chennai,2023-08-20 02:00:00,97,120,13,46,35
Chennai,2023-08-20 03:00:00,92,88,29,42,26
Kolkata,2023-08-20 04:00:00,77,100,55,26,11
Bangalore,2023-08-20 05:00:00,97,142,53,40,20
Bangalore,2023-08-20 06:00:00,29,118,35,46,42
Chennai,2023-08-20 07:00:00,72,82,53,59,11
Mumbai,2023-08-20 08:00:00,55,150,5,47,5
Bangalore,2023-08-20 09:00:00,89,10,42,31,4
Kolkata,2023-08-20 10:00:00,55,182,57,6,15
Bangalore,2023-08-20 11:00:00,46,13,23,32,5
Kolkata,2023-08-20 12:00:00,78,61,23,34,38
Chennai,2023-08-20 13:00:00,90,88,5,42,20
Bangalore,2023-08-20 14:00:00,36,83,71,54,29
Kolkata,2023-08-20 15:00:00,57,135,25,28,14
Chennai,2023-08-20 16:00:00,22,42,44,67,4
Mumbai,2023-08-20 17:00:00,5,101,52,5,2
Kolkata,2023-08-20 18:00:00,67,63,70,37,7
Mumbai,2023-08-20 19:00:00,81,103,36,15,22
Mumbai,2023-08-20 20:00:00,69,87,29,5,24
Delhi,2023-08-20 21:00:00,5,94,43,26,25
Bangalore,2023-08-20 22:00:00,47,65,65,5,1
Kolkata,2023-08-20 23:00:00,5,67,36,27,17
Mumbai,2023-08-21 00:00:00,107,102,20,30,5
Delhi,2023-08-21 01:00:00,21,132,9,50,22
Chennai,2023-08-21 02:00:00,103,63,15,5,23
Kolkata,2023-08-21 03:00:00,93,50,57,46,3
Mumbai,2023-08-21 04:00:00,28,117,33,31,29
Bangalore,2023-08-21 05:00:00,20,88,27,48,46
Delhi,2023-08-21 06:00:00,72,127,25,22,28
